Submission id,Participant id,Status,Custom study tncs accepted at,Started at,Completed at,Reviewed at,Archived at,Time taken,Completion code,Total approvals,Primary language,Age,Sex,Ethnicity simplified,Country of birth,Country of residence,Nationality,Language,Student status,Employment status
67e30edebc21cf89012931ae,542c323bfdf99b324ea3808d,APPROVED,Not Applicable,2025-03-25T20:15:26.488000Z,2025-03-25T20:36:26.239000Z,2025-03-25T20:36:35.115000Z,2025-03-25T20:36:26.967644Z,1260.0,CYZTAQI1,3210,English,52,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e30f2fd52eb7aabf7748f9,5e909d6c5321c13abee11725,APPROVED,Not Applicable,2025-03-25T20:16:52.651000Z,2025-03-25T20:40:12.877000Z,2025-03-25T20:46:53.953000Z,2025-03-25T20:40:13.589393Z,1401.0,CYZTAQI1,1283,English,37,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e311a70783680ae90329e2,66e74ca113f609cd2a13df59,APPROVED,Not Applicable,2025-03-25T20:34:37.283000Z,2025-03-25T20:56:08.085000Z,2025-03-25T20:56:13.942000Z,2025-03-25T20:56:08.872055Z,1291.0,CYZTAQI1,840,English,49,Male,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67e312e91c9bdbd2a04cd2d6,6786488ba7eb23a9f324e386,APPROVED,Not Applicable,2025-03-25T20:32:51.462000Z,2025-03-25T20:53:08.191000Z,2025-03-25T20:53:22.295000Z,2025-03-25T20:53:09.118840Z,1217.0,CYZTAQI1,182,English,31,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e3130230b6491a7ac9f4ea,67cf78059750cd9cdb923060,APPROVED,Not Applicable,2025-03-25T20:33:11.562000Z,2025-03-25T20:46:56.424000Z,2025-03-25T20:50:50.975000Z,2025-03-25T20:46:57.311295Z,825.0,CYZTAQI1,21,English,20,Female,Asian,United Kingdom,United Kingdom,United Kingdom,English,Yes,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e315daf1b5adc3731d2fc6,660cd7b61a24eeff3eac6e93,APPROVED,Not Applicable,2025-03-25T20:46:44.198000Z,2025-03-25T21:16:40.487000Z,2025-03-25T21:20:09.247000Z,2025-03-25T21:16:41.685649Z,1797.0,CYZTAQI1,1581,English,27,Male,White,United States,United States,United States,English,Yes,Full-Time
67e3218532a32bbb87f24430,668f18dd4e7a89c0d83a8b77,APPROVED,Not Applicable,2025-03-25T21:35:07.029000Z,2025-03-25T22:02:38.005000Z,2025-03-25T22:07:57.910000Z,2025-03-25T22:02:38.868071Z,1651.0,CYZTAQI1,429,English,41,Female,White,United States,United States,United States,English,No,Unemployed (and job seeking)
67e3225b7feeab938e08d776,662d9149f8460cd72e01d8c9,APPROVED,Not Applicable,2025-03-25T21:38:58.124000Z,2025-03-25T22:05:56.101000Z,2025-03-25T22:07:58.223000Z,2025-03-25T22:05:56.777574Z,1618.0,CYZTAQI1,321,English,53,Female,White,United States,United States,United States,English,No,DATA_EXPIRED
67e322bfb90422e586688ef5,6019e00ed94edf15326f30f3,APPROVED,Not Applicable,2025-03-25T21:40:23.095000Z,2025-03-25T22:03:03.017000Z,2025-03-25T22:07:58.515000Z,2025-03-25T22:03:03.699118Z,1360.0,CYZTAQI1,2495,English,52,Female,Asian,United States,United States,United States,English,No,Full-Time
67e323a7fe2bdd1d4b66583f,6726d2f65b85f8447399767c,APPROVED,Not Applicable,2025-03-25T21:44:18.995000Z,2025-03-25T22:06:20.520000Z,2025-03-25T22:07:58.804000Z,2025-03-25T22:06:21.312180Z,1322.0,CYZTAQI1,466,English,55,Female,White,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e323f911cdeea39b8ad952,6777c88074566bdef374f9e5,APPROVED,Not Applicable,2025-03-25T21:45:43.228000Z,2025-03-25T22:01:24.484000Z,2025-03-25T22:07:59.131000Z,2025-03-25T22:01:25.783778Z,942.0,CYZTAQI1,36,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e324df62b5d02bdd8bd925,58641c3bdb3e720001e22831,RETURNED,Not Applicable,2025-03-25T21:49:24.147000Z,,,2025-03-25T23:11:24.572046Z,,,1120,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e3263ff48c724f2a7fc748,5a63950e13898300014b394a,APPROVED,Not Applicable,2025-03-25T21:55:19.796000Z,2025-03-25T22:11:26.820000Z,2025-03-25T22:12:03.061000Z,2025-03-25T22:11:27.415988Z,968.0,CYZTAQI1,27,English,54,Male,Mixed,United States,United States,United States,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e32640f48c724f2a7fc74a,57f3b6bfa1100100016d1454,APPROVED,Not Applicable,2025-03-25T21:55:41.734000Z,2025-03-25T22:16:57.643000Z,2025-03-25T22:20:20.992000Z,2025-03-25T22:16:58.365845Z,1276.0,CYZTAQI1,2911,English,45,Male,White,United States,United States,United States,English,No,Full-Time
67e327228999e39e59fac507,66f1ec7df36f2dd11249fbcc,APPROVED,Not Applicable,2025-03-25T21:59:07.712000Z,2025-03-25T22:28:35.136000Z,2025-03-25T22:29:03.344000Z,2025-03-25T22:28:35.899401Z,1768.0,CYZTAQI1,736,English,64,Female,White,United States,United States,United States,English,DATA_EXPIRED,DATA_EXPIRED
67e3289ff2a42bfa016f6b90,674e27302fd72d49e73e902e,RETURNED,Not Applicable,2025-03-25T22:13:40.147000Z,,,2025-03-25T23:11:24.595094Z,,,85,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e329ef2890e84a3ba694a6,66841be7f2373cc77947361f,APPROVED,Not Applicable,2025-03-25T22:11:02.110000Z,2025-03-25T22:29:30.037000Z,2025-03-25T22:43:00.079000Z,2025-03-25T22:29:31.030827Z,1108.0,CYZTAQI1,60,English,21,Female,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
67e32a4268ab699b8922dc6f,669d42910fa18c4fa6220a72,APPROVED,Not Applicable,2025-03-25T22:12:22.704000Z,2025-03-25T22:35:45.760000Z,2025-03-25T22:42:58.750000Z,2025-03-25T22:35:46.421050Z,1404.0,CYZTAQI1,22,English,33,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e32bc66444217c29279eaf,65c298bf5253915b97025e07,APPROVED,Not Applicable,2025-03-25T22:18:57.501000Z,2025-03-25T22:39:36.088000Z,2025-03-25T22:43:00.461000Z,2025-03-25T22:39:36.886700Z,1239.0,CYZTAQI1,205,English,43,Female,Black,United States,United States,United States,English,Yes,Full-Time
67e32ce520fb5a0e95253dd7,666a5ab622702913c9514d5d,APPROVED,Not Applicable,2025-03-25T22:23:46.792000Z,2025-03-25T22:41:32.889000Z,2025-03-25T22:42:59.742000Z,2025-03-25T22:41:33.481775Z,1067.0,CYZTAQI1,428,English,38,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,DATA_EXPIRED
67e32d4bb77753c862352bee,57dd3b0e91b7fc0001493db9,APPROVED,Not Applicable,2025-03-25T22:26:03.031000Z,2025-03-25T22:48:55.454000Z,2025-03-25T22:59:25.902000Z,2025-03-25T22:48:56.127114Z,1373.0,CYZTAQI1,2991,English,36,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e32da8494215d7f288bd04,634a343627ec59e8163df30f,RETURNED,Not Applicable,2025-03-25T22:29:37.270000Z,,,2025-03-25T23:11:24.761608Z,,,80,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e32e015e532b123df6361b,5fde8fc3c0e40a651914c261,APPROVED,Not Applicable,2025-03-25T22:28:24.055000Z,2025-03-25T23:00:33.110000Z,2025-03-25T23:03:05.719000Z,2025-03-25T23:00:35.178091Z,1930.0,CYZTAQI1,1937,"English, Spanish",33,Male,White,United Kingdom,United Kingdom,United Kingdom,English,Yes,Part-Time
67e32ec3063fc95d6b41bd32,673e6a5cd5e5d79d03cae5e9,APPROVED,Not Applicable,2025-03-25T22:31:43.370000Z,2025-03-25T22:59:24.983000Z,2025-03-25T22:59:27.268000Z,2025-03-25T22:59:25.762774Z,1662.0,CYZTAQI1,406,English,32,Male,Black,United Kingdom,United Kingdom,United Kingdom,English,Yes,Full-Time
67e32f3066ad9df7e2dbff1a,65b929230cff388d15dd5c4c,APPROVED,Not Applicable,2025-03-25T22:33:42.525000Z,2025-03-25T22:55:23.525000Z,2025-03-25T22:59:30.177000Z,2025-03-25T22:55:24.602618Z,1301.0,CYZTAQI1,2147,English,43,Male,White,United States,United States,United States,English,No,Full-Time
67e33085d351902c4f2c8148,5cfbf333ac28dd00196e807b,RETURNED,Not Applicable,2025-03-25T22:39:30.039000Z,,,2025-03-25T23:11:24.795348Z,,,2142,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e331c6d432feb2418674d1,6643c5d1c53f7ffbef7b96e0,APPROVED,Not Applicable,2025-03-25T22:44:26.991000Z,2025-03-25T23:32:56.629000Z,2025-03-26T06:17:33.186000Z,2025-03-25T23:32:58.215653Z,2910.0,CYZTAQI1,998,English,33,Female,White,United States,United States,United States,English,No,Full-Time
67e3a3e8093d1772d4dfe5ef,67e18e99df4858d4c6564ea6,APPROVED,Not Applicable,2025-03-26T06:51:40.066000Z,2025-03-26T07:28:00.748000Z,2025-03-26T07:28:09.098000Z,2025-03-26T07:28:01.427149Z,2181.0,CYZTAQI1,27,English,29,Male,Black,United States,United States,United States,English,Yes,Part-Time
67e3a4c3706014aed2d52ab1,5cc0c4e88d64a800171f43b3,APPROVED,Not Applicable,2025-03-26T06:55:03.407000Z,2025-03-26T07:13:03.883000Z,2025-03-26T07:16:47.485000Z,2025-03-26T07:13:04.869927Z,1081.0,CYZTAQI1,291,English,54,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e3a59f0813e40ae029eb55,65c68e15fffecdafb948d513,RETURNED,Not Applicable,2025-03-26T06:58:44.943000Z,,,2025-04-08T13:42:39.143638Z,,,99,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED,CONSENT_REVOKED
67e3a5f9a81c5a319a1014a4,5a6b6b34d5d4cb0001d64b8f,APPROVED,Not Applicable,2025-03-26T07:00:23.158000Z,2025-03-26T07:16:29.003000Z,2025-03-26T07:16:52.016000Z,2025-03-26T07:16:29.662125Z,966.0,CYZTAQI1,2273,English,48,Male,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e3a601d52eb7aabf7777b2,67cdf402ec856a05e15d254f,APPROVED,Not Applicable,2025-03-26T07:00:28.490000Z,2025-03-26T07:28:48.595000Z,2025-03-26T07:31:33.065000Z,2025-03-26T07:28:49.710659Z,1701.0,CYZTAQI1,64,English,38,Male,Black,United States,United States,United States,English,Yes,Part-Time
67e3a7a533ce98eb2737cdc3,616dded2a8ebbbcbde301fd9,APPROVED,Not Applicable,2025-03-26T07:07:24.764000Z,2025-03-26T07:29:07.780000Z,2025-03-26T07:31:35.172000Z,2025-03-26T07:29:08.480096Z,1304.0,CYZTAQI1,211,English,34,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,Part-Time
67e3acba7da2db5a2180e529,65df6496db01100e362d8898,APPROVED,Not Applicable,2025-03-26T07:29:48.361000Z,2025-03-26T07:45:57.296000Z,2025-03-26T08:03:12.841000Z,2025-03-26T07:45:57.971161Z,969.0,CYZTAQI1,1033,English,52,Female,White,South Africa,United Kingdom,United Kingdom,English,No,Full-Time
67e3b7225d93bd651c291346,622a35c96d9060c175184c93,APPROVED,Not Applicable,2025-03-26T08:13:31.900000Z,2025-03-26T08:35:15.696000Z,2025-03-26T08:36:35.129000Z,2025-03-26T08:35:16.286027Z,1304.0,CYZTAQI1,2102,English,63,Female,White,United Kingdom,United Kingdom,United Kingdom,English,No,"Not in paid work (e.g. homemaker', 'retired or disabled)"
67e3b7b37f2cf79dbebfd4e5,66ca2d90ab22cf378a032c83,APPROVED,Not Applicable,2025-03-26T08:15:59.798000Z,2025-03-26T09:01:54.908000Z,2025-03-26T09:03:20.833000Z,2025-03-26T09:01:56.132162Z,2756.0,CYZTAQI1,446,English,31,Female,Mixed,United Kingdom,United Kingdom,United Kingdom,English,No,Full-Time
67e3c3b4275053371f6f7cac,62d6e05aa6e29b6019d107f3,APPROVED,Not Applicable,2025-03-26T09:07:05.058000Z,2025-03-26T09:23:52.778000Z,2025-03-26T09:43:28.646000Z,2025-03-26T09:23:54.272525Z,1008.0,CYZTAQI1,838,English,39,Male,White,United Kingdom,United Kingdom,United Kingdom,English,DATA_EXPIRED,DATA_EXPIRED
